Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 14:01:53,07-11-2025 14:01:53,0.003s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:01:53,07-11-2025 14:01:55,2.711s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 14:01:55,07-11-2025 14:01:58,2.192s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 14:01:58,07-11-2025 14:01:58,0.348s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 14:01:58,07-11-2025 14:01:59,0.861s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 14:01:59,07-11-2025 14:02:01,2.230s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 14:02:01,07-11-2025 14:02:01,0.345s,PASSED
if (isOn),,,,07-11-2025 14:02:01,07-11-2025 14:02:01,0.002s,PASSED
else if (isOff),,,,07-11-2025 14:02:01,07-11-2025 14:02:05,3.742s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 0)",,,,07-11-2025 14:02:05,07-11-2025 14:02:06,1.257s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Move""), 0)",,,,07-11-2025 14:02:06,07-11-2025 14:02:07,0.325s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Layout  Right (1)""), 0)",,,,07-11-2025 14:02:07,07-11-2025 14:02:08,0.918s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Layout Left (1)""), 0)",,,,07-11-2025 14:02:08,07-11-2025 14:02:09,1.095s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Show volume level""), 0)",,,,07-11-2025 14:02:09,07-11-2025 14:02:11,1.812s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button""), 0)",,,,07-11-2025 14:02:11,07-11-2025 14:02:11,0.367s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button (1)""), 0)",,,,07-11-2025 14:02:11,07-11-2025 14:02:12,0.902s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button Sync position""), 0)",,,,07-11-2025 14:02:12,07-11-2025 14:02:13,0.917s,PASSED
closeApplication(),,,,07-11-2025 14:02:13,07-11-2025 14:02:14,0.939s,PASSED
,,,,,,,
Test Cases/sa_tc6,,,,07-11-2025 14:02:14,07-11-2025 14:02:40,26.290s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:02:14,07-11-2025 14:02:25,11.051s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 14:02:25,07-11-2025 14:02:25,0.010s,PASSED
clearProcess.waitFor(),,,,07-11-2025 14:02:25,07-11-2025 14:02:25,0.166s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 14:02:25,07-11-2025 14:02:25,0.002s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:02:25,07-11-2025 14:02:28,2.658s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 14:02:28,07-11-2025 14:02:29,1.343s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 14:02:29,07-11-2025 14:02:30,0.973s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 14:02:30,07-11-2025 14:02:31,0.869s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 14:02:31,07-11-2025 14:02:33,2.261s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 14:02:33,07-11-2025 14:02:34,0.373s,PASSED
if (isOn),,,,07-11-2025 14:02:34,07-11-2025 14:02:34,0.002s,PASSED
else if (isOff),,,,07-11-2025 14:02:34,07-11-2025 14:02:38,4.100s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 0)",,,,07-11-2025 14:02:38,07-11-2025 14:02:39,1.293s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Move""), 0)",,,,07-11-2025 14:02:39,07-11-2025 14:02:39,0.341s,PASSED
xStart = 797,,,,07-11-2025 14:02:39,07-11-2025 14:02:39,0.001s,PASSED
yStart = 810 + 300,,,,07-11-2025 14:02:39,07-11-2025 14:02:39,0.014s,PASSED
xEnd = 797,,,,07-11-2025 14:02:39,07-11-2025 14:02:39,0.002s,PASSED
yEnd = 810 + 30,,,,07-11-2025 14:02:39,07-11-2025 14:02:39,0.005s,PASSED
"swipe(xStart, yStart, xEnd, yEnd)",,,,07-11-2025 14:02:39,07-11-2025 14:02:40,0.610s,PASSED
,,,,,,,
Test Cases/sa_tc7,,,,07-11-2025 14:02:40,07-11-2025 14:02:59,19.220s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:02:40,07-11-2025 14:02:43,2.747s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 14:02:43,07-11-2025 14:02:43,0.007s,PASSED
clearProcess.waitFor(),,,,07-11-2025 14:02:43,07-11-2025 14:02:43,0.137s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 14:02:43,07-11-2025 14:02:43,0.006s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:02:43,07-11-2025 14:02:46,2.612s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 14:02:46,07-11-2025 14:02:48,2.111s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 14:02:48,07-11-2025 14:02:48,0.346s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 14:02:48,07-11-2025 14:02:49,0.877s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 14:02:49,07-11-2025 14:02:51,2.261s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 14:02:51,07-11-2025 14:02:52,0.339s,PASSED
if (isOn),,,,07-11-2025 14:02:52,07-11-2025 14:02:52,0.002s,PASSED
else if (isOff),,,,07-11-2025 14:02:52,07-11-2025 14:02:56,4.049s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 0)",,,,07-11-2025 14:02:56,07-11-2025 14:02:57,1.251s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Layout  Right (1)""), 2000)",,,,07-11-2025 14:02:57,07-11-2025 14:02:57,0.339s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Layout Left (1)""), 2000)",,,,07-11-2025 14:02:57,07-11-2025 14:02:58,1.108s,PASSED
closeApplication(),,,,07-11-2025 14:02:58,07-11-2025 14:02:59,0.894s,PASSED
,,,,,,,
Test Cases/sa_tc8,,,,07-11-2025 14:02:59,07-11-2025 14:03:28,29.117s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:02:59,07-11-2025 14:03:11,11.189s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 14:03:11,07-11-2025 14:03:11,0.010s,PASSED
clearProcess.waitFor(),,,,07-11-2025 14:03:11,07-11-2025 14:03:11,0.146s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 14:03:11,07-11-2025 14:03:11,0.003s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:03:11,07-11-2025 14:03:14,2.866s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 14:03:14,07-11-2025 14:03:15,1.334s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 14:03:15,07-11-2025 14:03:16,0.937s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 14:03:16,07-11-2025 14:03:17,0.873s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 14:03:17,07-11-2025 14:03:19,2.226s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 14:03:19,07-11-2025 14:03:19,0.337s,PASSED
if (isOn),,,,07-11-2025 14:03:19,07-11-2025 14:03:19,0.001s,PASSED
else if (isOff),,,,07-11-2025 14:03:19,07-11-2025 14:03:23,3.332s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 0)",,,,07-11-2025 14:03:23,07-11-2025 14:03:24,1.259s,PASSED
"isSelected = getAttribute(findTestObject(""Object Repository/Extensions/android.widget.TextView - Show volume level""), ""selected"", 0)",,,,07-11-2025 14:03:24,07-11-2025 14:03:24,0.342s,PASSED
"if (isSelected != ""true"")",,,,07-11-2025 14:03:24,07-11-2025 14:03:24,0.000s,PASSED
else,,,,07-11-2025 14:03:24,07-11-2025 14:03:27,3.070s,PASSED
closeApplication(),,,,07-11-2025 14:03:27,07-11-2025 14:03:28,0.908s,PASSED
,,,,,,,
Test Cases/sa_tc9,,,,07-11-2025 14:03:28,07-11-2025 14:03:52,24.079s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:03:28,07-11-2025 14:03:35,6.486s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 14:03:35,07-11-2025 14:03:35,0.006s,PASSED
clearProcess.waitFor(),,,,07-11-2025 14:03:35,07-11-2025 14:03:35,0.157s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 14:03:35,07-11-2025 14:03:35,0.001s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:03:35,07-11-2025 14:03:38,2.959s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 14:03:38,07-11-2025 14:03:39,1.336s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 14:03:39,07-11-2025 14:03:41,1.162s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 14:03:41,07-11-2025 14:03:41,0.881s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 14:03:41,07-11-2025 14:03:44,2.173s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 14:03:44,07-11-2025 14:03:44,0.349s,PASSED
if (isOn),,,,07-11-2025 14:03:44,07-11-2025 14:03:44,0.002s,PASSED
else if (isOff),,,,07-11-2025 14:03:44,07-11-2025 14:03:48,4.006s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 1000)",,,,07-11-2025 14:03:48,07-11-2025 14:03:49,1.328s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button""), 1000)",,,,07-11-2025 14:03:49,07-11-2025 14:03:50,1.054s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button (1)""), 1000)",,,,07-11-2025 14:03:50,07-11-2025 14:03:51,0.317s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button Sync position""), 1000)",,,,07-11-2025 14:03:51,07-11-2025 14:03:52,0.874s,PASSED
closeApplication(),,,,07-11-2025 14:03:52,07-11-2025 14:03:52,0.847s,PASSED
,,,,,,,
Test Cases/sa_tc10,,,,07-11-2025 14:03:52,07-11-2025 14:04:21,28.479s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:03:53,07-11-2025 14:04:04,11.013s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 14:04:04,07-11-2025 14:04:04,0.004s,PASSED
clearProcess.waitFor(),,,,07-11-2025 14:04:04,07-11-2025 14:04:04,0.178s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 14:04:04,07-11-2025 14:04:04,0.004s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 14:04:04,07-11-2025 14:04:06,2.703s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 14:04:06,07-11-2025 14:04:08,1.324s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 14:04:08,07-11-2025 14:04:09,1.669s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 14:04:09,07-11-2025 14:04:10,0.382s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 14:04:10,07-11-2025 14:04:12,2.213s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 14:04:12,07-11-2025 14:04:12,0.328s,PASSED
if (isOn),,,,07-11-2025 14:04:12,07-11-2025 14:04:12,0.001s,PASSED
else if (isOff),,,,07-11-2025 14:04:12,07-11-2025 14:04:16,3.988s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Expanded panel""), 1000)",,,,07-11-2025 14:04:16,07-11-2025 14:04:17,0.312s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Bluetooth metronome""), 1000)",,,,07-11-2025 14:04:17,07-11-2025 14:04:18,1.786s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Show toolbar functions""), 1000)",,,,07-11-2025 14:04:18,07-11-2025 14:04:19,0.377s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - App volume""), 1000)",,,,07-11-2025 14:04:19,07-11-2025 14:04:20,1.125s,PASSED
closeApplication(),,,,07-11-2025 14:04:20,07-11-2025 14:04:21,0.918s,PASSED
