Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 0)",,,,07-11-2025 15:13:05,07-11-2025 15:13:06,1.374s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Move""), 0)",,,,07-11-2025 15:13:06,07-11-2025 15:13:07,0.431s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Layout  Right (1)""), 0)",,,,07-11-2025 15:13:07,07-11-2025 15:13:08,0.981s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Layout Left (1)""), 0)",,,,07-11-2025 15:13:08,07-11-2025 15:13:09,1.069s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Show volume level""), 0)",,,,07-11-2025 15:13:09,07-11-2025 15:13:11,1.836s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button""), 0)",,,,07-11-2025 15:13:11,07-11-2025 15:13:11,0.382s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button (1)""), 0)",,,,07-11-2025 15:13:11,07-11-2025 15:13:13,1.521s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button Sync position""), 0)",,,,07-11-2025 15:13:13,07-11-2025 15:13:14,1.107s,PASSED
closeApplication(),,,,07-11-2025 15:13:14,07-11-2025 15:13:15,1.119s,PASSED
,,,,,,,
Test Cases/sa_tc6,,,,07-11-2025 15:13:15,07-11-2025 15:13:43,27.633s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:13:15,07-11-2025 15:13:27,11.970s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 15:13:27,07-11-2025 15:13:27,0.013s,PASSED
clearProcess.waitFor(),,,,07-11-2025 15:13:27,07-11-2025 15:13:27,0.219s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 15:13:27,07-11-2025 15:13:27,0.002s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:13:27,07-11-2025 15:13:30,3.193s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 15:13:31,07-11-2025 15:13:32,1.404s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 15:13:32,07-11-2025 15:13:33,1.118s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 15:13:33,07-11-2025 15:13:34,0.882s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 15:13:34,07-11-2025 15:13:36,2.276s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 15:13:36,07-11-2025 15:13:37,0.385s,PASSED
if (isOn),,,,07-11-2025 15:13:37,07-11-2025 15:13:37,0.002s,PASSED
else if (isOff),,,,07-11-2025 15:13:37,07-11-2025 15:13:40,3.600s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 0)",,,,07-11-2025 15:13:40,07-11-2025 15:13:42,1.334s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Move""), 0)",,,,07-11-2025 15:13:42,07-11-2025 15:13:42,0.360s,PASSED
xStart = 797,,,,07-11-2025 15:13:42,07-11-2025 15:13:42,0.003s,PASSED
yStart = 810 + 300,,,,07-11-2025 15:13:42,07-11-2025 15:13:42,0.018s,PASSED
xEnd = 797,,,,07-11-2025 15:13:42,07-11-2025 15:13:42,0.002s,PASSED
yEnd = 810 + 30,,,,07-11-2025 15:13:42,07-11-2025 15:13:42,0.002s,PASSED
"swipe(xStart, yStart, xEnd, yEnd)",,,,07-11-2025 15:13:42,07-11-2025 15:13:43,0.631s,PASSED
,,,,,,,
Test Cases/sa_tc7,,,,07-11-2025 15:13:43,07-11-2025 15:14:02,19.849s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:13:43,07-11-2025 15:13:46,3.027s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 15:13:46,07-11-2025 15:13:46,0.006s,PASSED
clearProcess.waitFor(),,,,07-11-2025 15:13:46,07-11-2025 15:13:46,0.176s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 15:13:46,07-11-2025 15:13:46,0.003s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:13:46,07-11-2025 15:13:49,3.001s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 15:13:49,07-11-2025 15:13:50,1.381s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 15:13:50,07-11-2025 15:13:51,0.942s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 15:13:51,07-11-2025 15:13:52,0.889s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 15:13:52,07-11-2025 15:13:54,2.248s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 15:13:54,07-11-2025 15:13:55,0.375s,PASSED
if (isOn),,,,07-11-2025 15:13:55,07-11-2025 15:13:55,0.001s,PASSED
else if (isOff),,,,07-11-2025 15:13:55,07-11-2025 15:13:58,3.553s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 0)",,,,07-11-2025 15:13:58,07-11-2025 15:14:00,1.348s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Layout  Right (1)""), 2000)",,,,07-11-2025 15:14:00,07-11-2025 15:14:00,0.385s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Layout Left (1)""), 2000)",,,,07-11-2025 15:14:00,07-11-2025 15:14:01,1.173s,PASSED
closeApplication(),,,,07-11-2025 15:14:01,07-11-2025 15:14:02,1.138s,PASSED
,,,,,,,
Test Cases/sa_tc8,,,,07-11-2025 15:14:02,07-11-2025 15:14:34,31.323s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:14:03,07-11-2025 15:14:14,11.663s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 15:14:14,07-11-2025 15:14:14,0.012s,PASSED
clearProcess.waitFor(),,,,07-11-2025 15:14:14,07-11-2025 15:14:15,0.222s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 15:14:15,07-11-2025 15:14:15,0.004s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:14:15,07-11-2025 15:14:18,3.110s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 15:14:18,07-11-2025 15:14:19,1.364s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 15:14:19,07-11-2025 15:14:20,0.946s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 15:14:20,07-11-2025 15:14:21,0.887s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 15:14:21,07-11-2025 15:14:23,2.262s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 15:14:23,07-11-2025 15:14:23,0.382s,PASSED
if (isOn),,,,07-11-2025 15:14:23,07-11-2025 15:14:23,0.001s,PASSED
else if (isOff),,,,07-11-2025 15:14:23,07-11-2025 15:14:28,4.171s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 0)",,,,07-11-2025 15:14:28,07-11-2025 15:14:29,1.385s,PASSED
"isSelected = getAttribute(findTestObject(""Object Repository/Extensions/android.widget.TextView - Show volume level""), ""selected"", 0)",,,,07-11-2025 15:14:29,07-11-2025 15:14:29,0.370s,PASSED
"if (isSelected != ""true"")",,,,07-11-2025 15:14:29,07-11-2025 15:14:29,0.002s,PASSED
else,,,,07-11-2025 15:14:29,07-11-2025 15:14:33,3.191s,PASSED
closeApplication(),,,,07-11-2025 15:14:33,07-11-2025 15:14:34,1.091s,PASSED
,,,,,,,
Test Cases/sa_tc9,,,,07-11-2025 15:14:34,07-11-2025 15:15:02,28.308s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:14:34,07-11-2025 15:14:41,7.398s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 15:14:41,07-11-2025 15:14:41,0.009s,PASSED
clearProcess.waitFor(),,,,07-11-2025 15:14:41,07-11-2025 15:14:41,0.171s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 15:14:41,07-11-2025 15:14:41,0.002s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:14:41,07-11-2025 15:14:44,2.983s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 15:14:44,07-11-2025 15:14:46,1.978s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 15:14:46,07-11-2025 15:14:47,0.386s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 15:14:47,07-11-2025 15:14:48,1.304s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 15:14:48,07-11-2025 15:14:50,2.250s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 15:14:50,07-11-2025 15:14:51,0.367s,PASSED
if (isOn),,,,07-11-2025 15:14:51,07-11-2025 15:14:51,0.001s,PASSED
else if (isOff),,,,07-11-2025 15:14:51,07-11-2025 15:14:57,5.977s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Standard panel""), 1000)",,,,07-11-2025 15:14:57,07-11-2025 15:14:58,1.386s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button""), 1000)",,,,07-11-2025 15:14:58,07-11-2025 15:14:59,0.384s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button (1)""), 1000)",,,,07-11-2025 15:14:59,07-11-2025 15:15:00,1.619s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Floating button Sync position""), 1000)",,,,07-11-2025 15:15:00,07-11-2025 15:15:01,0.799s,PASSED
closeApplication(),,,,07-11-2025 15:15:01,07-11-2025 15:15:02,1.091s,PASSED
,,,,,,,
Test Cases/sa_tc10,,,,07-11-2025 15:15:02,07-11-2025 15:15:32,30.191s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:15:02,07-11-2025 15:15:13,11.275s,PASSED
"clearProcess = getRuntime().exec(""adb shell pm clear com.samsung.android.soundassistant"")",,,,07-11-2025 15:15:13,07-11-2025 15:15:13,0.009s,PASSED
clearProcess.waitFor(),,,,07-11-2025 15:15:13,07-11-2025 15:15:14,0.158s,PASSED
"println(""Đã clear data của app com.samsung.android.soundassistant!"")",,,,07-11-2025 15:15:14,07-11-2025 15:15:14,0.002s,PASSED
"startExistingApplication(""com.samsung.android.soundassistant"")",,,,07-11-2025 15:15:14,07-11-2025 15:15:16,2.838s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Continue""), 2000)",,,,07-11-2025 15:15:16,07-11-2025 15:15:18,1.360s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.Button - Allow""), 2000)",,,,07-11-2025 15:15:18,07-11-2025 15:15:19,1.154s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Customize volume panel""), 0)",,,,07-11-2025 15:15:19,07-11-2025 15:15:21,1.796s,PASSED
"isOn = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - On""), 2, OPTIONAL)",,,,07-11-2025 15:15:21,07-11-2025 15:15:23,2.296s,WARNING
"isOff = waitForElementPresent(findTestObject(""Object Repository/Extensions/android.widget.TextView - Off""), 2, OPTIONAL)",,,,07-11-2025 15:15:23,07-11-2025 15:15:23,0.361s,PASSED
if (isOn),,,,07-11-2025 15:15:23,07-11-2025 15:15:23,0.002s,PASSED
else if (isOff),,,,07-11-2025 15:15:23,07-11-2025 15:15:27,3.603s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Expanded panel""), 1000)",,,,07-11-2025 15:15:27,07-11-2025 15:15:28,0.461s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Bluetooth metronome""), 1000)",,,,07-11-2025 15:15:28,07-11-2025 15:15:29,1.274s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - Show toolbar functions""), 1000)",,,,07-11-2025 15:15:29,07-11-2025 15:15:30,1.157s,PASSED
"tap(findTestObject(""Object Repository/Extensions/android.widget.TextView - App volume""), 1000)",,,,07-11-2025 15:15:30,07-11-2025 15:15:31,1.144s,PASSED
closeApplication(),,,,07-11-2025 15:15:31,07-11-2025 15:15:32,1.123s,PASSED
